,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
766,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,53.0,11.0,60.0,17.0,41.0,338.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,17,False,2020-07-31 05:29:09.000,1.0.7,8.0,,parameter-sherpa,,,,,47.0,43.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
767,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-08-14 13:34:51.000000,2025-08-13 11:50:20,913.0,29.0,25.0,6.0,337.0,5.0,,336.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,17,True,2025-08-14 13:34:51.000,1.2.113,1128.0,,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,2025-08-14 13:34:51.000,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
768,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2025-07-20 00:15:36.000000,2024-11-07 18:17:34,501.0,,112.0,19.0,596.0,58.0,130.0,286.0,An open-source toolkit for large-scale genomic analysis.,28.0,17,False,2024-10-20 03:22:37.000,2.0.3,17.0,,glow.py,conda-forge/glow,,,,,,https://pypi.org/project/glow.py,2024-03-12 08:52:09.000,,https://anaconda.org/conda-forge/glow,2025-04-22 14:57:47.356,7043.0,133.0,,,,,3.0,231.0,,,,,,,,,,,,,,,,,,
769,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2025-07-02 15:30:37.000000,2025-07-02 15:30:37,453.0,7.0,81.0,19.0,478.0,28.0,52.0,279.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,34.0,17,False,2023-10-25 10:51:36.000,0.2.1,23.0,,pipeline-dp,,,,,8.0,8.0,https://pypi.org/project/pipeline-dp,2023-11-22 19:01:05.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
770,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2025-08-13 06:40:36.000000,2025-08-06 07:33:39,595.0,1.0,35.0,22.0,655.0,21.0,131.0,251.0,Highly optimized inference engine for Binarized Neural Networks.,18.0,17,False,2024-06-21 06:39:45.000,0.16.0,21.0,,larq-compute-engine,,,,,10.0,10.0,https://pypi.org/project/larq-compute-engine,2024-06-21 07:18:03.000,,,,,20.0,,,,,3.0,1335.0,,,,,,,,,,,,,,,,,,
771,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-08-31 18:37:21.000000,2023-08-31 18:34:42,577.0,,21.0,17.0,464.0,90.0,76.0,242.0,Functional tensors for probabilistic programming.,11.0,17,False,2023-08-31 18:37:22.000,0.4.6,12.0,,funsor,,,,['pytorch'],104.0,94.0,https://pypi.org/project/funsor,2023-01-23 08:32:39.757,10.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
772,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153.0,,31.0,9.0,4.0,20.0,29.0,227.0,Yet another Python binding for fastText.,4.0,17,False,2018-12-08 15:32:09.000,0.4.6,13.0,,pyfasttext,,,,,460.0,458.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,2.0,,,,4.0,,,,,3.0,439.0,,,,,,,,,,,,,,,,,,
773,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,6.0,20.0,5.0,9.0,156.0,Get list of common stop words in various languages in Python.,8.0,17,False,2018-07-23 20:58:34.000,2018.7.23,8.0,,stop-words,,,,,2589.0,2545.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
774,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2024-01-10 11:52:49.000000,2024-01-10 11:52:48,177.0,,1055.0,121.0,26.0,17.0,353.0,4419.0,An Open-Source Package for Neural Relation Extraction (NRE).,14.0,16,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
775,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2022-12-04 04:02:21.000000,2019-12-13 19:03:25,138.0,,531.0,173.0,110.0,56.0,149.0,3955.0,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
776,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,457.0,79.0,36.0,85.0,68.0,1714.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,16,False,2019-10-02 23:30:15.000,1.0.8,7.0,,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
777,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2025-02-25 23:52:42.000000,2024-12-03 12:26:16,792.0,,71.0,27.0,1029.0,127.0,65.0,1672.0,Version control for machine learning.,18.0,16,True,2021-03-11 21:15:01.000,0.4.2,7.0,,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
778,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,254.0,52.0,13.0,20.0,13.0,1562.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,16,False,2018-10-18 02:54:09.000,0.1.6,4.0,,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,,,,17.0,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1708.0,3.0,,,,,,,,,,,,,,,,,,,
779,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,104.0,54.0,34.0,22.0,13.0,1268.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000,0.5.1,34.0,,xcessiv,,,,,4.0,3.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
780,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2024-08-08 16:55:04.000000,2024-02-05 15:11:35,743.0,,119.0,29.0,111.0,16.0,25.0,1112.0,An autoML framework & toolkit for machine learning on graphs.,16.0,16,False,2022-12-30 06:11:04.000,0.4.0,4.0,,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,2020-12-23 08:05:25.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
781,Runhouse,run-house/runhouse,ml-frameworks,,https://github.com/run-house/runhouse,https://github.com/run-house/runhouse,Apache-2.0,2022-05-10 14:10:51.000,2025-07-15 15:53:49.000000,2025-07-15 15:53:54,2226.0,3.0,38.0,8.0,1772.0,10.0,42.0,1042.0,"Distribute and run AI workloads magically in Python, like PyTorch for ML infra.",16.0,16,True,2025-03-10 20:19:35.000,0.0.42,50.0,,runhouse,,,,,1.0,,https://pypi.org/project/runhouse,2025-03-10 20:19:24.000,1.0,,,,2.0,,,,,3.0,79.0,,,,,,,,,,,,,,,,,,
782,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2024-03-20 19:51:28.000000,2024-03-20 19:28:51,85.0,,191.0,25.0,58.0,12.0,27.0,980.0,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",18.0,16,False,2024-03-20 19:51:28.000,0.2.1,12.0,,saliency,,,,['tensorflow'],8.0,,https://pypi.org/project/saliency,2024-03-20 19:51:28.000,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
783,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2023-06-19 20:23:17.000000,2022-10-01 22:21:50,400.0,,234.0,28.0,38.0,43.0,21.0,892.0,An open source python library for scalable Bayesian optimisation.,13.0,16,False,2022-10-01 22:28:00.848,0.1.7,10.0,,dragonfly-opt,,,,,,,https://pypi.org/project/dragonfly-opt,2022-10-01 22:28:00.848,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
784,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2024-12-05 20:47:53.000000,2024-07-22 10:16:42,493.0,,123.0,29.0,561.0,211.0,247.0,843.0,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",32.0,16,False,2024-06-14 12:19:07.000,24.06.00,16.0,,merlin-core,,,,,1.0,,https://pypi.org/project/merlin-core,2023-08-29 16:27:32.000,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
785,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2025-02-14 12:15:27.000000,2025-02-14 12:08:46,33.0,,87.0,12.0,36.0,4.0,26.0,836.0,Leave One Feature Out Importance.,6.0,16,True,2025-02-14 12:15:27.000,0.3.5,15.0,,lofo-importance,,,,,46.0,41.0,https://pypi.org/project/lofo-importance,2025-02-14 12:15:27.000,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
786,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2024-07-30 20:59:38.000000,2019-11-15 21:43:53,221.0,,157.0,77.0,99.0,51.0,43.0,748.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,16,False,2018-11-16 20:50:02.000,0.6.0,6.0,,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
787,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,24.0,37.0,27.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,16,False,2019-12-01 01:19:50.000,0.7.5,64.0,,test_tube,,,,,35.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,35.0,,,,0.0,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,
788,ThunderGBM,Xtra-Computing/thundergbm,ml-frameworks,,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000,2025-03-19 09:06:36.000000,2025-03-19 09:06:35,613.0,,87.0,25.0,4.0,39.0,42.0,704.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,12.0,16,True,2022-09-19 20:15:07.376,0.3.17,25.0,,thundergbm,,,,,4.0,4.0,https://pypi.org/project/thundergbm,2022-09-19 20:15:07.376,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
789,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,66.0,16.0,21.0,29.0,50.0,673.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,16,False,2020-06-12 20:05:15.000,0.3.9,26.0,,nboost,,,,,5.0,5.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
790,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2024-10-22 13:32:17.000000,2024-08-18 17:07:49,821.0,,42.0,14.0,18.0,,22.0,622.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,16,True,2024-08-18 17:19:42.000,3.1.4,28.0,,opytimizer,,,,,21.0,21.0,https://pypi.org/project/opytimizer,2024-08-18 17:19:42.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
791,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2025-03-24 16:48:44.000000,2025-03-24 16:48:44,253.0,,133.0,21.0,21.0,8.0,31.0,619.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,16.0,16,True,2021-01-28 23:23:17.000,1.3.7,22.0,,rfpimp,,,,['sklearn'],5.0,,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
792,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,73.0,13.0,10.0,26.0,41.0,586.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,16,False,2022-04-05 03:23:12.000,0.1.4,14.0,,fastt5,,,,,55.0,55.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
793,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2025-08-12 09:16:43.000000,2024-07-19 16:10:42,70.0,,54.0,18.0,12.0,4.0,18.0,551.0,Topological Data Analysis for Python.,6.0,16,False,2024-07-19 18:49:00.000,1.1.1,6.0,,scikit-tda,,,,['sklearn'],91.0,91.0,https://pypi.org/project/scikit-tda,2024-07-19 18:49:00.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
794,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2025-01-24 15:56:18.000000,2025-01-24 15:48:14,549.0,,36.0,13.0,230.0,16.0,41.0,504.0,Monitor the stability of a Pandas or Spark dataframe.,19.0,16,True,2025-01-24 15:56:18.000,1.4.7,37.0,,popmon,,,,"['pandas', 'spark']",26.0,22.0,https://pypi.org/project/popmon,2025-01-24 15:56:18.000,4.0,,,,4.0,,,,,3.0,264.0,,,,,,,,,,,,,,,,,,
795,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,92.0,21.0,19.0,6.0,20.0,499.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,16,False,2021-11-25 23:19:05.000,1.1.1,42.0,,caserecommender,,,,['sklearn'],15.0,15.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
796,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2024-09-07 07:05:09.000000,2024-09-07 07:05:06,387.0,,98.0,27.0,34.0,35.0,15.0,485.0,A python library for Bayesian time series modeling.,7.0,16,True,2024-08-13 04:20:08.000,0.1.1.13,15.0,,pydlm,,,,,43.0,41.0,https://pypi.org/project/pydlm,2024-08-13 04:20:45.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
797,Sematch,gsi-upm/sematch,graph,,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000,2023-11-07 11:11:44.000000,2023-11-07 11:10:46,137.0,,113.0,70.0,7.0,15.0,19.0,440.0,semantic similarity framework for knowledge graph.,10.0,16,False,2017-04-17 10:56:52.000,1.0.4,5.0,,sematch,,,,,50.0,50.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
798,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2023-03-07 22:10:10.175000,2021-08-18 06:06:51,1404.0,,17.0,5.0,217.0,4.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,8.0,16,False,2023-03-07 22:10:10.175,0.8.9,49.0,,camphr,,,,['spacy'],18.0,16.0,https://pypi.org/project/camphr,2023-03-07 22:10:10.175,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
799,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2024-09-29 23:44:29.000000,2024-09-29 23:43:33,584.0,,45.0,12.0,64.0,3.0,57.0,338.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,16,True,2024-06-13 05:28:35.000,2.0.11,36.0,,ivis,,,,['tensorflow'],40.0,38.0,https://pypi.org/project/ivis,2024-06-13 05:28:35.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
800,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2025-04-04 22:31:41.000000,2025-04-04 22:31:41,529.0,,64.0,13.0,96.0,26.0,41.0,327.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,16,False,2025-03-21 03:10:28.000,1.2.2,10.0,,omlt,,,,,34.0,30.0,https://pypi.org/project/omlt,2025-03-21 03:10:28.000,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
801,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,41.0,16.0,6.0,19.0,21.0,324.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,16,False,2022-04-28 06:23:38.000,0.5.2,9.0,google-deepmind/launchpad,dm-launchpad,,,,['tensorflow'],3.0,,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
802,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2024-07-25 10:59:34.000000,2023-03-28 03:38:13,1094.0,,69.0,21.0,59.0,30.0,32.0,291.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,16,False,2021-05-15 01:39:45.000,0.3.0,10.0,,bluefog,,,,['pytorch'],5.0,5.0,https://pypi.org/project/bluefog,2021-05-15 01:39:45.000,,,,,3.0,,,,,3.0,211.0,,,,,,,,,,,,,,,,,,
803,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2025-06-14 19:29:17.000000,2025-06-14 19:29:17,704.0,1.0,45.0,9.0,61.0,34.0,47.0,247.0,Scikit-learn compatible estimation of general graphical models.,8.0,16,False,2018-09-12 01:12:49.000,0.2.8,6.0,,skggm,,,,['sklearn'],22.0,18.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
804,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,32.0,13.0,36.0,9.0,44.0,235.0,A library for augmenting annotated audio data.,7.0,16,False,2019-11-15 15:46:21.000,0.4.1,12.0,,muda,,,,,34.0,32.0,https://pypi.org/project/muda,2019-11-15 15:46:21.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
805,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2023-08-19 12:30:48.000000,2020-07-29 05:53:01,8.0,,558.0,137.0,28.0,220.0,102.0,2900.0,A distributed graph deep learning framework.,5.0,15,False,2020-07-07 02:24:18.000,2.0.0,2.0,,euler-gl,,,,['tensorflow'],2.0,2.0,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
806,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2022-12-17 20:33:19.000000,2019-08-05 10:00:04,439.0,,420.0,143.0,72.0,12.0,53.0,2223.0,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,,['tensorflow'],,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
807,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2024-03-20 15:45:40.000000,2023-08-26 20:55:56,106.0,,237.0,59.0,106.0,27.0,56.0,2160.0,"Codebase for Image Classification Research, written in PyTorch.",19.0,15,False,2021-05-21 00:29:47.000,0.2,3.0,,pycls,,,,['pytorch'],,,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
808,GraphGym,snap-stanford/GraphGym,graph,,https://github.com/snap-stanford/GraphGym,https://github.com/snap-stanford/GraphGym,MIT,2020-10-14 05:01:35.000,2023-11-10 05:37:18.000000,2023-03-14 23:02:49,75.0,,188.0,22.0,22.0,20.0,30.0,1824.0,Platform for designing and evaluating Graph Neural Networks (GNN).,6.0,15,False,2022-03-24 23:28:17.000,0.4.0,3.0,,graphgym,,,,,,,https://pypi.org/project/graphgym,2022-03-24 23:19:13.000,,,,,1.0,,,,,3.0,56.0,,,,,,,,,,,,,,,,,,
809,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,155.0,46.0,3.0,13.0,15.0,1532.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,15,False,2020-11-18 08:19:23.000,0.4.0,11.0,,lambda-networks,,,,['pytorch'],,,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
810,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2023-09-21 16:18:30.000000,2021-04-02 03:03:34,211.0,,232.0,38.0,40.0,73.0,34.0,1192.0,Entity Linker solution.,16.0,15,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
811,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,143.0,17.0,11.0,43.0,43.0,1145.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,15,False,2022-02-02 20:34:04.000,1.1.4,80.0,,performer-pytorch,,,,['pytorch'],5.0,,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
812,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,93.0,31.0,72.0,31.0,30.0,1113.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,15,False,2021-02-15 20:20:59.000,0.5,2.0,,torch-struct,,,,['pytorch'],2.0,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
