,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,monthly_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
701,fast-bert,utterworks/fast-bert,nlp,,https://github.com/appvision-ai/fast-bert,https://github.com/appvision-ai/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,40.0,68.0,163.0,95.0,1900.0,Super easy library for BERT based NLP models.,37.0,18,True,2024-08-19 09:45:05.000,2.0.26,72.0,appvision-ai/fast-bert,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
702,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,203.0,36.0,7.0,15.0,33.0,1678.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,18,False,2020-10-23 22:45:52.000,0.3,6.0,,antialiased-cnns,,,,['pytorch'],87.0,81.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
703,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-11-17 19:39:54.000000,2023-11-17 19:39:45,658.0,,255.0,50.0,312.0,98.0,18.0,1615.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,18,False,2022-05-15 21:06:13.000,0.1.21,27.0,,mesh-tensorflow,,,,['tensorflow'],3.0,,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
704,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,98.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,18,False,2022-02-18 18:01:38.000,0.8.6,233.0,,lore,,,,,25.0,25.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
705,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2025-04-22 14:58:03.890000,2022-08-31 13:13:15,103.0,,98.0,37.0,17.0,12.0,27.0,1441.0,A Graph Neural Network Library in Jax.,17.0,18,False,2022-08-12 15:24:20.000,0.0.6.de0,5.0,google-deepmind/jraph,jraph,conda-forge/jraph,,,['jax'],22.0,,https://pypi.org/project/jraph,2022-08-12 15:25:29.659,22.0,https://anaconda.org/conda-forge/jraph,2025-04-22 14:58:03.890,10743.0,233.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
706,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,259.0,53.0,65.0,8.0,31.0,1394.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,False,2018-12-05 02:48:50.000,0.4.1,2.0,,advbox,,,,,6.0,6.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
707,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,219.0,63.0,29.0,36.0,14.0,1218.0,Anomaly Detection and Correlation library.,9.0,18,False,2016-01-20 01:01:44.000,0.3.1,5.0,,luminol,,,,,89.0,87.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
708,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-10-24 08:18:17.000000,2024-10-24 08:17:36,836.0,,323.0,48.0,799.0,12.0,300.0,1216.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,18,True,2023-03-03 07:51:00.411,3.1.34,85.0,,sockeye,,,,['mxnet'],,,https://pypi.org/project/sockeye,2023-03-03 07:51:00.411,,,,,0.0,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,
709,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,GPL-3.0,2018-03-20 15:22:29.000,2025-05-12 16:17:05.000000,2025-05-12 16:17:04,479.0,1.0,212.0,52.0,96.0,61.0,219.0,1156.0,Line based ATR Engine based on OCRopy.,22.0,18,False,2024-11-12 23:23:07.000,2.3.1,45.0,,calamari_ocr,,,,,8.0,,https://pypi.org/project/calamari_ocr,2024-11-12 23:23:07.000,8.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
710,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2025-05-16 05:33:24.000000,2025-05-16 05:33:23,308.0,3.0,94.0,19.0,74.0,19.0,45.0,1079.0,Audio processing by using pytorch 1D convolution network.,16.0,18,True,2024-02-13 05:58:29.000,0.3.3,40.0,,nnAudio,,,,,408.0,404.0,https://pypi.org/project/nnAudio,2024-02-13 05:58:29.000,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
711,kapre,keunwoochoi/kapre,audio,,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000,2023-10-23 02:52:41.000000,2022-07-04 00:10:02,195.0,,146.0,22.0,46.0,17.0,82.0,931.0,kapre: Keras Audio Preprocessors.,13.0,18,False,2022-01-21 20:10:47.000,Kapre-0.3.7,24.0,,kapre,,,,['tensorflow'],2534.0,2525.0,https://pypi.org/project/kapre,2022-01-21 20:09:21.000,9.0,,,,0.0,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,
712,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2025-04-22 14:58:11.525000,2024-06-27 07:26:43,298.0,,102.0,24.0,52.0,25.0,17.0,908.0,EvoJAX: Hardware-accelerated Neuroevolution.,14.0,18,False,2024-06-18 06:17:13.000,0.2.17,23.0,,evojax,conda-forge/evojax,,,['jax'],38.0,32.0,https://pypi.org/project/evojax,2024-06-18 06:17:13.000,6.0,https://anaconda.org/conda-forge/evojax,2025-04-22 14:58:11.525,41593.0,990.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
713,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2025-04-22 14:57:08.147000,2023-06-05 01:35:02,228.0,,129.0,17.0,25.0,33.0,41.0,860.0,python partial dependence plot toolbox.,7.0,18,False,2023-06-05 02:53:01.145,0.3.0,4.0,,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,24613.0,464.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
714,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2025-07-15 13:18:13.000000,2025-07-15 13:17:06,1258.0,6.0,127.0,30.0,1067.0,37.0,54.0,785.0,Machine learning framework for both deep learning and traditional algorithms.,40.0,18,True,2023-12-26 02:42:15.000,2.0.210,15.0,,neoml,,,,,2.0,2.0,https://pypi.org/project/neoml,2023-12-26 02:42:15.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
715,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,124.0,29.0,29.0,21.0,34.0,772.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,18,False,2021-07-30 15:13:54.000,0.3.0,14.0,,sklearn-deap,,,,['sklearn'],51.0,51.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
716,pivottablejs,nicolaskruchten/jupyter_pivottablejs,data-viz,,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2025-04-22 15:32:21.072000,2018-12-04 14:43:25,32.0,,88.0,20.0,9.0,25.0,41.0,704.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,18,False,2018-01-15 18:14:37.000,0.9.0,10.0,,pivottablejs,anaconda/pivottablejs,,,['jupyter'],549.0,539.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,10.0,https://anaconda.org/anaconda/pivottablejs,2025-04-22 15:32:21.072,3838.0,33.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
717,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2025-02-06 21:36:12.000000,2025-02-06 21:36:09,223.0,,137.0,138.0,92.0,42.0,67.0,676.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,23.0,18,True,2019-06-03 21:24:10.000,0.10.2,20.0,,mapboxgl,,,,['jupyter'],12.0,,https://pypi.org/project/mapboxgl,2019-06-02 16:02:54.380,12.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
718,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2025-04-22 14:57:03.201000,2021-04-11 07:50:00,405.0,,29.0,17.0,42.0,6.0,18.0,589.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,19.0,,baikal,conda-forge/cython-blis,,,,16.0,15.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,https://anaconda.org/conda-forge/cython-blis,2025-04-22 14:57:03.201,2586556.0,43839.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
719,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,25.0,31.0,5.0,24.0,576.0,Python module for machine learning time series:.,14.0,18,False,2022-08-27 09:04:02.113,1.2.5,24.0,,seglearn,,,,,55.0,53.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
720,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2025-05-05 22:29:18.000000,2025-05-05 22:20:40,774.0,,65.0,15.0,117.0,8.0,48.0,574.0,A simplified framework and utilities for PyTorch.,23.0,18,False,2025-05-05 22:24:01.000,1.17.4,40.0,,poutyne,,,,['pytorch'],157.0,152.0,https://pypi.org/project/poutyne,2025-05-05 22:24:19.000,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
721,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2024-11-27 12:27:25.000000,2023-03-05 00:16:57,419.0,,115.0,35.0,277.0,85.0,174.0,517.0,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",20.0,18,False,2019-09-11 11:25:15.000,0.6,23.0,,tick,,,,,96.0,94.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,2.0,,,,4.0,,,,,3.0,436.0,,,,,,,,,,,,,,,,,,
722,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2025-04-22 14:57:56.438000,2024-09-06 09:27:10,824.0,,26.0,8.0,78.0,33.0,24.0,427.0,Flexible time series feature extraction & processing.,6.0,18,True,2024-09-06 09:28:53.000,0.4.1,38.0,,tsflex,conda-forge/tsflex,,,,25.0,23.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,https://anaconda.org/conda-forge/tsflex,2025-04-22 14:57:56.438,34810.0,710.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
723,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2025-04-22 14:56:45.026000,2021-02-15 17:10:59,283.0,,73.0,24.0,48.0,18.0,19.0,418.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",14.0,18,False,2017-04-12 16:12:01.000,0.3.4,13.0,,skrebate,conda-forge/skrebate,,,['sklearn'],28.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,28.0,https://anaconda.org/conda-forge/skrebate,2025-04-22 14:56:45.026,39316.0,644.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
724,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2025-04-22 14:57:01.743000,2024-08-29 18:18:33,183.0,,38.0,9.0,32.0,17.0,20.0,416.0,A python package for animating plots build on matplotlib.,6.0,18,True,2024-08-29 18:26:55.000,0.4.3,11.0,,animatplot,conda-forge/animatplot,,,,81.0,77.0,https://pypi.org/project/animatplot,2024-08-29 17:08:23.000,4.0,https://anaconda.org/conda-forge/animatplot,2025-04-22 14:57:01.743,17871.0,308.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
725,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2025-03-24 21:18:50.000000,2025-03-24 21:11:36,170.0,,49.0,17.0,2.0,12.0,3.0,388.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,18,True,2025-03-24 21:18:50.000,0.1.4,15.0,,suod,,,,,566.0,557.0,https://pypi.org/project/suod,2025-03-24 21:18:50.000,9.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
726,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-07-28 09:14:54.000000,2025-01-29 14:59:43,578.0,,90.0,27.0,323.0,76.0,27.0,380.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,18,True,2021-06-17 01:15:10.000,0.1.16,19.0,,tensorflow-cloud,,,,['tensorflow'],7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
727,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,10.0,37.0,29.0,37.0,362.0,Data imputations library to preprocess datasets with missing data.,11.0,18,False,2019-04-29 02:33:05.659,0.0.8,8.0,,impyute,,,,,276.0,260.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
728,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2025-08-04 23:15:10.000000,2025-08-04 23:14:37,397.0,15.0,86.0,23.0,369.0,35.0,10.0,353.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,39.0,18,True,2025-06-25 20:53:25.000,0.48.0,33.0,,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2025-06-25 20:53:25.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
729,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,27.0,21.0,239.0,24.0,25.0,302.0,Textpipe: clean and extract metadata from text.,29.0,18,False,2021-01-25 14:05:21.000,0.12.2,39.0,,textpipe,,,,,11.0,10.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
730,PipelineDP,OpenMined/PipelineDP,privacy-ml,,https://github.com/OpenMined/PipelineDP,https://github.com/OpenMined/PipelineDP,Apache-2.0,2021-02-10 18:04:22.000,2025-07-02 15:30:37.000000,2025-07-02 15:30:37,453.0,10.0,81.0,19.0,478.0,28.0,52.0,279.0,PipelineDP is a Python framework for applying differentially private aggregations to large datasets using batch..,34.0,18,False,2023-10-25 10:51:36.000,0.2.1,23.0,,pipeline-dp,,,,,8.0,8.0,https://pypi.org/project/pipeline-dp,2023-11-22 19:01:05.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
731,solt,Oulu-IMEDS/solt,image,,https://github.com/imedslab/solt,https://github.com/imedslab/solt,MIT,2018-08-02 15:09:05.000,2025-06-01 07:01:23.000000,2025-06-01 06:49:00,443.0,6.0,19.0,4.0,43.0,10.0,50.0,265.0,Streaming over lightweight data transformations.,8.0,18,False,2025-06-01 07:01:23.000,0.2.1,19.0,imedslab/solt,solt,,,,,64.0,64.0,https://pypi.org/project/solt,2025-06-01 07:01:23.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
732,ridgeplot,tpvasconcelos/ridgeplot,data-viz,,https://github.com/tpvasconcelos/ridgeplot,https://github.com/tpvasconcelos/ridgeplot,MIT,2021-01-21 18:21:30.000,2025-08-05 23:24:56.000000,2025-03-30 13:15:01,1086.0,,9.0,3.0,268.0,18.0,39.0,236.0,Beautiful ridgeline plots in Python.,4.0,18,False,2025-03-30 13:17:50.000,0.3.2,30.0,,ridgeplot,,,https://ridgeplot.readthedocs.io/,,281.0,275.0,https://pypi.org/project/ridgeplot,2025-03-30 13:16:54.000,6.0,,,,0.0,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,
733,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2025-06-10 07:15:46.000000,2025-06-10 06:56:59,269.0,1.0,35.0,9.0,205.0,22.0,79.0,229.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",15.0,18,False,2025-04-04 14:57:26.000,0.7.4,16.0,,celer,,,,['sklearn'],57.0,52.0,https://pypi.org/project/celer,2025-04-04 14:57:26.000,5.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
734,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1368.0,459.0,22.0,61.0,167.0,7252.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,google-deepmind/lab,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
735,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,800.0,334.0,58.0,2.0,,6918.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,17,False,2018-02-17 00:12:46.000,2018.1.2,18.0,,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,,,,6.0,,,,,3.0,435.0,,,,,,,,,,,,,,,,,,
736,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2024-06-18 11:46:06.000000,2021-06-13 00:22:13,176.0,,1731.0,19.0,19.0,72.0,24.0,5225.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,2021-05-27 22:28:29.000,0.1.2,13.0,,deepmatcher,,,,,,,https://pypi.org/project/deepmatcher,2021-06-13 01:13:24.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
737,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2025-08-06 21:48:06.000000,2025-08-06 21:48:00,737.0,7.0,457.0,35.0,894.0,286.0,119.0,3627.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,95.0,17,True,,,,,,,,,['jax'],,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
738,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2024-03-03 01:42:05.000000,2024-03-03 01:31:19,175.0,,450.0,88.0,78.0,67.0,137.0,3411.0,Generate embeddings from large-scale graph-structured data.,32.0,17,False,2019-10-14 16:45:11.000,1.0.0,4.0,,torchbiggraph,,,,['pytorch'],2.0,,https://pypi.org/project/torchbiggraph,2019-10-14 16:44:41.000,2.0,,,,2.0,,,,,3.0,225.0,,,,,,,,,,,,,,,,,,
739,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,327.0,56.0,242.0,177.0,111.0,3287.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,17,False,2022-11-03 06:46:55.989,3.0.1,22.0,,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,,,,10.0,,,,,3.0,712.0,,,,,,,,,,,,,,,,,,
740,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,189.0,61.0,109.0,132.0,45.0,3127.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",22.0,17,False,2021-11-19 16:51:47.000,1.0.0,34.0,,igel,,,,,,,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,,,,0.0,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,
741,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,252.0,52.0,35.0,16.0,105.0,2178.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,17,False,2021-11-06 23:09:00.000,1.4.4,139.0,,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
742,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,253.0,41.0,34.0,51.0,90.0,2038.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,17,False,2021-09-20 16:06:33.000,1.8.0,28.0,,torchmeta,,,,['pytorch'],,,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
743,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2025-02-20 22:01:53.000000,2025-02-20 22:01:53,29.0,,106.0,39.0,34.0,13.0,100.0,1849.0,"A flexible, intuitive and fast forecasting library.",10.0,17,True,2025-02-20 21:54:29.000,1.1.0,12.0,,greykite,,,,,46.0,46.0,https://pypi.org/project/greykite,2025-02-20 21:54:29.000,,,,,0.0,,,,,3.0,39.0,,,,,,,,,,,,,,,,,,
744,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2023-08-03 00:59:57.000000,2020-07-17 20:19:46,350.0,,118.0,37.0,11.0,39.0,51.0,1650.0,"A fast, efficient universal vector embedding utility package.",4.0,17,False,2020-05-25 11:26:36.000,0.1.143,128.0,,pymagnitude,,,,,9.0,,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,9.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
745,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101.0,38.0,14.0,15.0,9.0,1274.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,17,False,2016-09-06 21:59:21.000,0.2.4,5.0,,doc2text,,,,,185.0,183.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
746,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,177.0,43.0,5.0,4.0,7.0,1195.0,XAI - An eXplainability toolbox for machine learning.,3.0,17,False,2021-10-30 06:35:19.000,0.1.0,6.0,,xai,,,,,41.0,41.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
