,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,recent_commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,updated_github_id,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
643,Mapbox GL,mapbox/mapboxgl-jupyter,geospatial-data,,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2025-02-06 21:36:12.000000,2025-02-06 21:36:09,223.0,137.0,138.0,92.0,42.0,67.0,677.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,23.0,22,True,,2019-06-03 21:24:10.000,0.10.2,20.0,,mapboxgl,,,['jupyter'],,16189.0,12.0,,https://pypi.org/project/mapboxgl,2019-06-02 16:02:54.380,12.0,16189.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
644,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,101.0,25.0,33.0,35.0,6.0,644.0,machine learning with logical rules in Python.,19.0,22,False,,2020-12-11 09:37:02.000,1.0.1,4.0,,skope-rules,,,['sklearn'],,85715.0,443.0,435.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,85715.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
645,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2025-04-22 14:57:41.674000,2022-04-22 06:33:31,188.0,109.0,25.0,23.0,66.0,35.0,617.0,a distributed Hyperband implementation on Steroids.,11.0,22,False,,2019-07-30 12:47:43.000,1.0,8.0,,hpbandster,conda-forge/hpbandster,,,,15763.0,576.0,551.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,25.0,15379.0,https://anaconda.org/conda-forge/hpbandster,2025-04-22 14:57:41.674,21899.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
646,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2025-04-22 14:57:56.027000,2024-07-23 14:46:53,413.0,144.0,20.0,50.0,2.0,87.0,607.0,Medical image processing in Python.,20.0,22,False,,2024-07-23 14:23:57.000,0.5.2,11.0,,MedPy,conda-forge/medpy,,,,31318.0,2948.0,2889.0,https://pypi.org/project/MedPy,2024-07-23 14:23:57.000,59.0,28820.0,https://anaconda.org/conda-forge/medpy,2025-04-22 14:57:56.027,127425.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
647,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2025-04-22 04:13:27.000000,2025-03-22 19:05:46,1220.0,69.0,6.0,218.0,21.0,109.0,540.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,,2023-08-07 03:02:27.000,3.0.0,40.0,,happytransformer,,,['huggingface'],,2069.0,339.0,334.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,2069.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
648,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2025-06-09 17:55:21.000000,2025-06-09 17:55:21,182.0,49.0,8.0,11.0,13.0,21.0,516.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,True,,2023-11-17 16:33:58.000,0.6.1,14.0,,apricot-select,,,,32.0,9523.0,216.0,200.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,16.0,9523.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
649,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2025-09-04 13:10:10.000000,2025-09-04 13:07:11,570.0,36.0,13.0,235.0,16.0,41.0,504.0,Monitor the stability of a Pandas or Spark dataframe.,19.0,22,True,21.0,2025-09-04 13:10:10.000,1.4.11,41.0,,popmon,,,"['pandas', 'spark']",265.0,3795.0,26.0,22.0,https://pypi.org/project/popmon,2025-09-04 13:10:10.000,4.0,3791.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
650,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2025-09-09 15:50:50.000000,2025-09-08 08:24:25,3578.0,69.0,9.0,313.0,11.0,124.0,474.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,28.0,22,True,244.0,2023-07-13 11:41:03.541,0.1.2,12.0,,pykale,,,['pytorch'],,21.0,6.0,6.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
651,TorchUncertainty,ENSTA-U2IS-AI/torch-uncertainty,probabilistics,,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,https://github.com/ENSTA-U2IS-AI/torch-uncertainty,Apache-2.0,2023-02-01 16:21:14.000,2025-09-01 15:31:45.000000,2025-07-31 11:16:30,2061.0,34.0,8.0,148.0,16.0,51.0,427.0,Open-source framework for uncertainty and deep learning models in PyTorch.,13.0,22,True,77.0,2025-07-31 07:51:07.000,0.7.0,28.0,,torch-uncertainty,,,['pytorch'],,732.0,4.0,,https://pypi.org/project/torch-uncertainty,2025-07-31 11:30:16.000,4.0,732.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
652,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2025-07-28 09:14:54.000000,2025-01-29 14:59:43,578.0,91.0,27.0,323.0,76.0,27.0,381.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,28.0,22,True,,2021-06-17 01:15:10.000,0.1.16,19.0,,tensorflow-cloud,,,['tensorflow'],,20460.0,7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,20460.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
653,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2025-04-22 14:57:20.104000,2022-04-14 09:41:50,86.0,33.0,11.0,9.0,5.0,12.0,248.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,22,False,,2021-11-22 14:30:25.000,0.2.7,14.0,,py3nvml,conda-forge/py3nvml,,,,98356.0,1607.0,1550.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,57.0,96395.0,https://anaconda.org/conda-forge/py3nvml,2025-04-22 14:57:20.104,115714.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
654,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2025-06-10 07:15:46.000000,2025-06-10 06:56:59,269.0,35.0,9.0,205.0,22.0,79.0,232.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",15.0,22,False,,2025-04-04 14:57:26.000,0.7.4,16.0,,celer,,,['sklearn'],,9150.0,57.0,52.0,https://pypi.org/project/celer,2025-04-04 14:57:26.000,5.0,9150.0,,,,3.0,,,,,,,,,,,,2.0,,,,,,,,,,,
655,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,29.0,6.0,20.0,5.0,9.0,156.0,Get list of common stop words in various languages in Python.,8.0,22,False,,2018-07-23 20:58:34.000,2018.7.23,8.0,,stop-words,,,,,138942.0,2593.0,2549.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,138942.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
656,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2025-06-19 12:52:51.000000,,,4072.0,,,151.0,,26545.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",143.0,21,True,,2020-12-10 17:22:09.000,0.9.3,100.0,,deepspeech,conda-forge/deepspeech,,['tensorflow'],,4443.0,24.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,24.0,4362.0,https://anaconda.org/conda-forge/deepspeech,2025-04-22 14:57:58.207,4074.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
657,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2025-06-25 13:00:28.000,2025-06-26 14:09:37.000000,2024-08-07 03:17:23,2667.0,2098.0,1.0,,11.0,1.0,12915.0,"400+ AI Models: Rich, high-quality AI models, including CV, NLP, Speech, Video and Cross-Modal. Easy to Use: 3 lines..",70.0,21,False,,2025-06-27 12:42:17.000,0.5.0,50.0,,paddlehub,,,['paddle'],,4703.0,7.0,,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,4703.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
658,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/optimate,https://github.com/nebuly-ai/optimate,Apache-2.0,2022-02-12 17:17:14.000,2024-07-22 02:07:03.000000,2024-07-22 02:07:02,771.0,628.0,92.0,152.0,100.0,102.0,8369.0,A collection of libraries to optimise AI model performances.,41.0,21,False,,2023-06-18 11:03:00.511,0.10.0,26.0,nebuly-ai/optimate,nebullvm,,,,,354.0,2.0,,https://pypi.org/project/nebullvm,2023-06-18 11:03:00.511,2.0,354.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
659,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,1214.0,93.0,56.0,423.0,293.0,7101.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,21,True,,,,1.0,,pyslowfast,,,['pytorch'],,61.0,23.0,23.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,61.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
660,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,826.0,228.0,111.0,63.0,621.0,5025.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,False,,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,1546.0,18.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
661,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2025-03-21 14:29:57.000000,2025-03-21 14:29:54,960.0,629.0,174.0,48.0,37.0,28.0,4979.0,High-performance TensorFlow library for quantitative finance.,48.0,21,True,,,,30.0,,tf-quant-finance,,,['tensorflow'],,419.0,3.0,,https://pypi.org/project/tf-quant-finance,2022-08-19 12:40:54.257,3.0,419.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
662,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,754.0,102.0,35.0,107.0,113.0,4784.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,21,True,,2020-01-08 15:37:35.000,2.2.0,11.0,,ISR,,,['tensorflow'],,3575.0,5.0,,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,3572.0,,,,3.0,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,290.0,,,,,,,,,,,,,,,,,,
663,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,490.0,82.0,180.0,113.0,161.0,3701.0,A high performance and generic framework for distributed DNN training.,21.0,21,False,,2020-08-27 15:42:13.000,0.2.4,8.0,,byteps,,,,,54.0,4.0,4.0,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,36.0,,,,3.0,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1382.0,,,,,,,,,,,,,,,,,,
664,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2025-03-10 17:58:00.000000,2025-03-10 17:52:42,755.0,510.0,213.0,24.0,31.0,4.0,3645.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,19.0,21,True,,2025-03-10 17:58:01.000,0.11.19,20.0,,finmarketpy,,,,57.0,159.0,16.0,16.0,https://pypi.org/project/finmarketpy,2025-03-10 17:57:07.000,,159.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
665,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,454.0,160.0,120.0,22.0,112.0,2938.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,40.0,21,False,,2020-11-17 12:32:37.000,0.5.5.1,13.0,,nlp-architect,,,,,121.0,11.0,11.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,121.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
666,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,233.0,61.0,33.0,69.0,96.0,2358.0,Fast and Easy Infinite Neural Networks in Python.,30.0,21,False,,2023-12-11 14:10:12.000,0.6.5,31.0,,neural-tangents,,,,557.0,1881.0,1.0,,https://pypi.org/project/neural-tangents,2023-12-11 14:00:20.000,1.0,1873.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
667,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,372.0,83.0,4.0,5.0,18.0,2246.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,4.0,21,False,,2018-01-09 08:00:24.000,0.3.0,5.0,,pdftabextract,,,,,220.0,51.0,51.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,220.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
668,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,251.0,52.0,35.0,16.0,105.0,2180.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,,2021-11-06 23:09:00.000,1.4.4,139.0,,reformer-pytorch,,,['pytorch'],,13441.0,,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,13441.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
669,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,253.0,41.0,34.0,51.0,90.0,2044.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,21,False,,2021-09-20 16:06:33.000,1.8.0,28.0,,torchmeta,,,['pytorch'],,27152.0,,,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,27152.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
670,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2025-06-05 05:20:57.000000,2025-06-05 05:20:56,937.0,139.0,34.0,451.0,56.0,354.0,1994.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,21.0,21,True,,2024-04-01 00:44:51.000,1.1.4.9,36.0,,orbit-ml,,,,,25877.0,1.0,,https://pypi.org/project/orbit-ml,2024-04-01 00:45:19.000,1.0,25877.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
671,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-07-31 12:13:28.000000,2024-07-17 07:59:47,373.0,174.0,17.0,74.0,28.0,45.0,1946.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,18.0,21,False,,2023-09-06 15:46:59.000,0.1.2,12.0,,pythae,,,['pytorch'],,1395.0,40.0,40.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1395.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
672,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2024-06-24 03:38:13.000000,2022-11-13 04:54:45,1941.0,200.0,29.0,424.0,11.0,163.0,1689.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,,2022-01-20 18:07:32.000,0.5.5,12.0,,graph4nlp,,,['pytorch'],,37.0,,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,37.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
673,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-11-23 22:25:52.000000,2024-11-23 22:09:12,359.0,290.0,43.0,261.0,77.0,198.0,1618.0,A framework for Privacy Preserving Machine Learning.,40.0,21,True,,2022-12-08 22:11:59.883,0.4.1,3.0,,crypten,,,['pytorch'],,358.0,1.0,,https://pypi.org/project/crypten,2022-12-08 22:11:59.883,1.0,358.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
674,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2025-08-24 13:55:25.000000,2025-08-24 13:55:21,440.0,250.0,70.0,7.0,15.0,29.0,1613.0,Python AutoML for Trading Systems and Sports Betting.,5.0,21,True,1.0,2020-08-29 18:48:20.000,2.5.0,25.0,,alphapy,,,,,239.0,10.0,10.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,239.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
675,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2024-04-01 08:11:14.000000,2024-04-01 08:11:13,912.0,221.0,56.0,55.0,87.0,149.0,1612.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,37.0,21,False,,2020-03-13 12:36:30.000,0.3.12,9.0,,thundersvm,,,,3007.0,868.0,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,840.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
676,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,270.0,64.0,51.0,23.0,75.0,1515.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,,2020-08-25 09:32:37.000,0.8.5,21.0,,mlbox,,,,,175.0,38.0,38.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
677,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2025-04-22 14:58:03.890000,2022-08-31 13:13:15,103.0,98.0,37.0,17.0,12.0,27.0,1442.0,A Graph Neural Network Library in Jax.,17.0,21,False,,2022-08-12 15:24:20.000,0.0.6.de0,5.0,google-deepmind/jraph,jraph,conda-forge/jraph,,['jax'],,218056.0,22.0,,https://pypi.org/project/jraph,2022-08-12 15:25:29.659,22.0,217819.0,https://anaconda.org/conda-forge/jraph,2025-04-22 14:58:03.890,11172.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
678,Sockeye,awslabs/sockeye,nlp,,https://github.com/awslabs/sockeye,https://github.com/awslabs/sockeye,Apache-2.0,2017-06-08 07:44:30.000,2024-10-24 08:18:17.000000,2024-10-24 08:17:36,836.0,323.0,48.0,799.0,12.0,300.0,1216.0,Sequence-to-sequence framework with a focus on Neural Machine Translation based on PyTorch.,60.0,21,True,,2023-03-03 07:51:00.411,3.1.34,85.0,,sockeye,,,['mxnet'],21.0,627.0,,,https://pypi.org/project/sockeye,2023-03-03 07:51:00.411,,627.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
679,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,206.0,27.0,61.0,52.0,62.0,1086.0,fastFM: A Library for Factorization Machines.,20.0,21,False,,2017-11-23 06:59:56.000,0.2.11,10.0,,fastfm,,,,851.0,971.0,131.0,128.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,3.0,965.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
680,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,248.0,47.0,46.0,26.0,127.0,1081.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,False,,2020-10-12 06:56:40.000,0.7.6,21.0,,aocr,,,['tensorflow'],,186.0,32.0,32.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,186.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
681,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2025-06-24 16:30:32.000000,2025-06-24 16:29:10,241.0,87.0,16.0,161.0,21.0,95.0,904.0,Bayesian active learning library for research and industrial usecases.,23.0,21,True,1.0,2025-06-24 16:30:32.000,2.1.0,22.0,,baal,conda-forge/baal,,,,1742.0,69.0,67.0,https://pypi.org/project/baal,2025-06-24 16:30:32.000,2.0,1492.0,https://anaconda.org/conda-forge/baal,2025-04-22 14:57:44.821,14023.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
682,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2024-10-12 16:41:54.000000,2024-10-12 16:34:55,60.0,75.0,6.0,5.0,2.0,25.0,877.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,True,,2024-10-12 16:41:54.000,0.1.9,8.0,,iterative-stratification,,,['sklearn'],,34512.0,626.0,611.0,https://pypi.org/project/iterative-stratification,2024-10-12 16:41:54.000,15.0,34512.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
683,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,165.0,38.0,46.0,43.0,49.0,864.0,Public facing deeplift repo.,11.0,21,False,,2018-07-13 21:11:52.000,0.6.6,21.0,,deeplift,,,,,874.0,122.0,113.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,874.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
684,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2025-08-11 08:11:30.000000,2025-08-11 08:11:28,5091.0,106.0,20.0,58.0,,15.0,804.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,21,True,11.0,2025-08-11 08:07:50.000,2.1.1,122.0,,caer,,https://caer.rtfd.io,,48.0,4357.0,3.0,,https://pypi.org/project/caer,2025-08-11 08:07:50.000,3.0,4357.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
685,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,74.0,24.0,37.0,27.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,,2019-12-01 01:19:50.000,0.7.5,64.0,,test_tube,,,,29.0,19041.0,35.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,35.0,19041.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
